City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Saint-Augustin,20,CA,1578283279,72,45.63,-73.98,17.01,3.36
375,Fare,49,PF,1578283576,73,-16.7,-151.02,82.47,10.85
376,Belmonte,0,PT,1578283577,58,40.36,-7.35,35.01,3
377,Luba,0,PH,1578283579,53,17.32,120.7,83.32,5.12
378,Mehamn,100,NO,1578283580,67,71.03,27.85,21.2,8.05
379,Mapiripan,100,CO,1578283581,71,2.89,-72.13,75.54,4.54
380,Khasan,100,RU,1578283582,59,42.43,130.64,25.75,2.59
381,Kolosovka,81,RU,1578283583,95,56.47,73.61,9.48,9.66
382,Ouadda,0,CF,1578283584,30,8.07,22.4,62.6,5.79
383,Invermere,40,CA,1578283585,92,50.51,-116.03,20.21,5.73
384,Filadelfia,18,PY,1578283587,35,-22.35,-60.04,80.78,10.16
385,Mandalgovi,78,MN,1578283588,88,45.76,106.27,7.72,6.85
386,Monte Azul,60,BR,1578283470,95,-15.15,-42.87,65.98,3.53
387,Vitim,100,RU,1578283590,90,59.44,112.57,14.29,13.42
388,Ngunguru,8,NZ,1578283591,53,-35.62,174.5,70,15.01
389,Linxia,99,CN,1578283592,82,35.6,103.21,18.97,3.78
390,Batticaloa,0,LK,1578283593,77,7.71,81.69,80.82,4.45
391,Sao Joaquim,60,BR,1578283594,99,-28.29,-49.93,57.22,1.97
392,Lixourion,100,GR,1578283596,50,38.2,20.43,49.39,16.96
393,Santiago del Estero,0,AR,1578283597,28,-27.8,-64.26,81.66,8.08
394,Claresholm,1,CA,1578283337,44,50.02,-113.58,35.01,15.75
395,Bellview,1,US,1578283599,70,32.78,-95.7,55,2.33
396,Balabac,37,PH,1578283600,72,7.99,117.06,83.61,15.48
397,Kysyl-Syr,100,RU,1578283601,98,63.9,122.77,-12.93,6.38
398,Pitimbu,75,BR,1578283605,83,-7.47,-34.81,78.8,4.7
399,Yoichi,75,JP,1578283606,58,43.19,140.77,30.99,23.04
400,Crotone,0,IT,1578283607,56,39.09,17.12,43.11,33.2
401,La Rioja,6,AR,1578283608,47,-29.41,-66.86,74.14,24.02
402,Caetite,97,BR,1578283610,91,-14.07,-42.48,65.77,0.96
403,Balakhninskiy,100,RU,1578283611,91,58.01,114.28,5.34,2.19
404,Sisimiut,100,GL,1578283612,96,66.94,-53.67,-5.37,15.7
405,Sabinopolis,90,BR,1578283613,98,-18.67,-43.08,65.26,3.56
406,Green River,1,US,1578283614,79,41.53,-109.47,21.2,26.4
407,Asyut,0,EG,1578283318,60,27.18,31.19,41,11.41
408,Kupang,90,ID,1578283617,79,-10.16,123.6,86,12.75
409,Pingliang,98,CN,1578283618,73,35.54,106.68,23.5,5.79
410,Magadi,40,IN,1578283619,83,12.96,77.22,77,6.93
411,Esperance,0,AU,1578283620,13,-33.86,121.89,93.2,10.29
412,Garden City,1,US,1578283645,86,43.62,-116.24,34,6.93
413,Rocky Mountain House,100,CA,1578283646,73,52.38,-114.92,25.81,10.22
414,Zyryanka,0,RU,1578283647,84,65.73,150.89,-11.56,3.49
415,Nova Granada,0,BR,1578283648,88,-20.53,-49.32,73.4,4.7
416,Atar,0,MR,1578283649,27,20.52,-13.05,51.82,7.54
417,Llangefni,96,GB,1578283651,87,53.26,-4.31,48,26.4
418,Palimbang,75,PH,1578283652,58,14.9,120.78,88,6.93
419,Ahuimanu,90,US,1578283653,69,21.44,-157.84,78.8,6.93
420,La Plata,75,AR,1578283443,100,-34.92,-57.95,70,12.75
421,Toccoa,1,US,1578283655,56,34.58,-83.33,45,5.82
422,Naze,2,NG,1578283656,88,5.43,7.07,69.8,0.83
423,Agadez,1,NE,1578283658,30,16.97,7.99,55.4,6.93
424,Vila Praia de Ancora,0,PT,1578283659,100,41.81,-8.85,44.01,5.82
425,Christchurch,100,NZ,1578283595,37,-43.53,172.64,68,12.75
426,Aksu,90,KZ,1578283661,100,52.04,76.93,17.6,4.47
427,Prokopyevsk,100,RU,1578283662,87,53.89,86.74,14.09,9.84
428,Hashtrud,56,IR,1578283663,76,37.48,47.05,24.94,0.38
429,Hermosillo,5,MX,1578283606,55,29.09,-110.96,64.99,4.7
430,Inhambane,36,MZ,1578283665,81,-23.87,35.38,78.42,10.83
431,San Policarpo,21,PH,1578283666,76,12.18,125.51,82.27,15.08
432,Ambilobe,100,MG,1578283668,90,-13.19,49.05,76.93,3.47
433,Krasnoturansk,100,RU,1578283669,62,54.32,91.57,23,6.71
434,Sokoto,64,NG,1578283670,23,13.06,5.24,62.78,13.15
435,Puerto Madryn,84,AR,1578283448,38,-42.77,-65.04,63.05,8.86
436,Golpayegan,0,IR,1578283675,52,33.46,50.29,28.45,3.69
437,Poum,40,MK,1578283676,46,41.28,20.71,28.4,17.22
438,Esfarayen,75,IR,1578283677,86,37.08,57.51,30.2,1.28
439,Vila Velha,75,BR,1578283678,78,-3.71,-38.6,86,5.82
440,The Valley,40,AI,1578283680,78,18.22,-63.06,78.8,8.05
441,Yumbe,82,UG,1578283681,37,3.47,31.25,75.58,1.86
442,Nianzishan,100,CN,1578283682,94,47.51,122.88,10.4,7.18
443,Sobolevo,20,RU,1578283552,91,54.43,31.9,24.75,5.32
444,Palmer,0,AU,1578283687,46,-34.85,139.16,79,16.11
445,Meulaboh,29,ID,1578283688,76,4.14,96.13,80.6,5.77
446,Calbiga,10,PH,1578283689,63,11.63,125.02,85.69,9.04
447,Dothan,1,US,1578283687,70,31.22,-85.39,46,4.7
448,Cabo San Lucas,40,MX,1578283519,77,22.89,-109.91,70,8.05
449,Mirnyy,82,RU,1578283693,94,56.57,36.46,26.06,4.38
450,Carroll,0,AU,1578283694,22,-30.99,150.44,96.8,10.29
451,Namatanai,87,PG,1578283695,71,-3.66,152.44,85.84,8.95
452,Pocoes,100,BR,1578283696,97,-14.53,-40.37,67.21,2.3
453,Klaksvik,100,FO,1578283697,100,62.23,-6.59,48.2,20.8
454,Inuvik,90,CA,1578283698,68,68.36,-133.71,-16.6,6.93
455,Chimore,100,BO,1578283699,98,-16.98,-65.13,74.32,1.32
456,Entre Rios,100,BR,1578283700,95,-11.94,-38.08,72.82,2.19
457,Bastia,0,IT,1578283701,57,44.6,8.98,48.2,11.41
458,Los Reyes,99,MX,1578283703,91,20.15,-98.16,46.8,0.72
459,Oktyabrskoye,75,RU,1578283704,85,56.73,85.44,26.01,13.42
460,Coihaique,40,CL,1578283705,76,-45.58,-72.07,50,3.36
461,Calmar,90,CA,1578283706,75,53.27,-113.81,32,20.8
462,Iturama,0,BR,1578283707,88,-19.73,-50.2,70.79,6.06
463,Arraial do Cabo,100,BR,1578283708,86,-22.97,-42.02,76.08,2.51
464,Praya,40,ID,1578283695,70,-8.71,116.27,87.8,17.22
465,Bolshoy Lug,20,RU,1578283710,92,52.08,104.09,6.8,2.24
466,Mangan,41,IN,1578283711,32,27.5,88.54,43.47,1.97
467,Lazaro Cardenas,5,MX,1578283713,52,28.39,-105.62,48,6.93
468,Maniwaki,100,CA,1578283714,92,46.38,-75.98,9.88,1.86
469,Varginha,2,BR,1578283715,96,-21.56,-45.43,65.75,3.02
470,Carballo,0,ES,1578283716,100,43.21,-8.69,39.99,8.05
471,Bafoulabe,0,ML,1578283717,18,13.81,-10.83,61.12,5.35
472,Clarksville,1,US,1578283718,70,36.53,-87.36,46.4,3.36
473,Atambua,100,ID,1578283719,79,-9.11,124.89,80.01,6.73
474,Evensk,6,RU,1578283720,46,61.92,159.24,-2.27,4.45
475,Nanortalik,100,GL,1578283721,71,60.14,-45.24,28.49,29.53
476,Phalodi,97,IN,1578283723,34,27.13,72.36,62.1,7.92
477,Sept-Iles,5,CA,1578283463,66,50.2,-66.38,10.99,10.29
478,Broome,3,GB,1578283725,87,52.47,1.45,46.4,10.29
479,Deputatskiy,85,RU,1578283726,76,69.3,139.9,-17.93,0.74
480,Madimba,40,CM,1578283727,94,4.42,9.93,78.8,3.36
481,Chicama,60,PE,1578283728,88,-7.84,-79.15,69.8,9.17
482,Coquimbo,0,CL,1578283729,82,-29.95,-71.34,60.8,3.36
483,Naryan-Mar,95,RU,1578283730,85,67.67,53.09,16.61,13.87
484,Puerto Narino,21,CO,1578283731,100,-3.77,-70.38,77,2.15
485,Saint Anthony,90,US,1578283733,85,43.97,-111.68,26.6,11.41
486,Prescott Valley,1,US,1578283734,41,34.61,-112.32,45,9.17
487,Ust-Maya,100,RU,1578283592,97,60.42,134.54,-2.69,5.55
488,Khatanga,99,RU,1578283757,98,71.98,102.47,-2.85,5.68
489,Coaticook,90,CA,1578283758,92,45.13,-71.8,16,3.27
490,Port Hardy,75,CA,1578283759,93,50.7,-127.42,35.6,2.24
491,Campbell River,40,CA,1578283760,92,50.02,-125.24,37.4,2.24
492,Rio Rancho,1,US,1578283761,68,35.27,-106.63,43,4.7
493,Mareeba,2,AU,1578283763,66,-16.99,145.42,91,8.05
494,Dhidhdhoo,31,MV,1578283764,77,6.88,73.1,82.24,11.65
495,Zbarazh,74,UA,1578283765,90,49.66,25.78,22.3,7.2
496,Port-Gentil,100,GA,1578283583,76,-0.72,8.78,82.04,5.66
497,Virbhadra,100,IN,1578283767,52,30.07,78.28,46.42,4.14
498,Bara,71,NG,1578283777,39,10.41,10.6,59.81,5.86
499,Conceicao do Araguaia,100,BR,1578283778,96,-8.26,-49.26,73.49,2.15
500,Maltahohe,0,NA,1578283779,29,-24.83,16.98,65.82,11.5
501,Biltine,0,TD,1578283780,24,14.53,20.93,59.61,7.52
502,Timbuktu,0,ML,1578283781,23,16.77,-3.01,57.42,10.09
503,Sao Jose da Coroa Grande,100,BR,1578283783,78,-8.9,-35.15,80.02,8.61
504,Ribeira Brava,40,PT,1578283784,67,32.65,-17.07,62.6,6.93
505,Ulladulla,100,AU,1578283785,77,-35.36,150.48,69.8,13.87
506,Guymon,1,US,1578283741,74,36.68,-101.48,33.8,11.41
507,Muroto,75,JP,1578283787,40,33.37,134.14,53.6,5.82
508,Satkhira,0,BD,1578283788,93,22.72,89.08,60.8,4.7
509,Leshukonskoye,98,RU,1578283789,93,64.9,45.76,19.71,8.41
510,Banda Aceh,54,ID,1578283790,63,5.56,95.32,83.07,9.91
511,Denpasar,75,ID,1578283792,83,-8.65,115.22,84.2,10.29
512,Karachi,20,PK,1578283503,76,24.87,67.03,57.2,9.17
513,Moree,0,AU,1578283535,21,-29.46,149.84,95,16.11
514,Challakere,73,IN,1578283795,83,14.31,76.65,70.52,14.52
515,Cofradia,5,MX,1578283817,49,20.03,-103.55,48.2,0.58
516,Thunder Bay,90,CA,1578283818,73,48.41,-89.26,24.01,23.04
517,Quatre Cocos,75,MU,1578283819,94,-20.21,57.76,75.99,12.75
518,Zelenogorskiy,90,RU,1578283820,85,55.03,87,21.2,8.95
519,Baruun-Urt,62,MN,1578283821,92,46.68,113.28,6.46,7.05
520,Xichang,68,CN,1578283822,86,27.88,102.25,38.89,9.73
521,Weyburn,0,CA,1578283824,83,49.67,-103.85,16,5.01
522,Avera,1,US,1578283825,45,33.19,-82.53,48.2,4.7
523,Breves,66,BR,1578283826,97,-1.68,-50.48,73.29,3.2
524,Peniche,0,PT,1578283827,100,39.36,-9.38,48.99,2.24
525,Henties Bay,75,NA,1578283828,91,-22.12,14.28,63,1.01
526,Barabai,100,ID,1578283829,59,-2.59,115.38,88.07,2.86
527,Makakilo City,90,US,1578283830,69,21.35,-158.09,78.8,6.93
528,Mitsamiouli,20,KM,1578283831,69,-11.38,43.28,78.8,5.82
529,Tianpeng,100,CN,1578283832,92,28.88,112.34,47.88,5.57
530,Pierre,1,US,1578283834,77,44.37,-100.35,33.01,10.29
531,Micoud,90,LC,1578283835,94,13.82,-60.9,75.2,11.41
532,Normandin,90,CA,1578283836,72,48.84,-72.53,12.2,8.05
533,Hede,99,SE,1578283837,92,60.45,15.49,37,5.82
534,Tabou,0,CI,1578283838,82,4.42,-7.36,68.54,3.44
535,Sambava,72,MG,1578283839,93,-14.27,50.17,70.92,2.35
536,Changping,0,CN,1578283840,86,40.22,116.23,39,4.47
537,Inirida,0,CO,1578283841,72,3.87,-67.92,72.73,4.12
538,Ixtapa,5,MX,1578283770,72,20.71,-105.21,68,2.24
539,Euclid,90,US,1578283843,79,41.59,-81.53,41,14.99
540,Luganville,75,VU,1578283845,74,-15.51,167.18,86,10.29
541,Westport,1,US,1578283742,55,41.14,-73.36,37.4,4.7
542,Aguimes,75,ES,1578283847,72,27.91,-15.45,62.6,10.29
543,Kroonstad,0,ZA,1578283848,88,-27.65,27.24,64.99,5.03
544,Pestovo,75,RU,1578283849,86,55.36,37.98,33.01,4.47
545,Bahia Blanca,100,AR,1578283850,68,-38.72,-62.27,68.54,1.61
546,Alofi,3,NU,1578283588,94,-19.06,-169.92,78.8,10.29
547,Pinega,99,RU,1578283852,93,64.7,43.39,15.15,9.95
548,Morgantown,90,US,1578283679,69,39.63,-79.96,37,12.75
